step_count,min_error,q1_error,median_error,q3_error,max_error,rmse
433,10.285951,10.358956,10.394119,10.462112,10.533461,10.409385
434,10.296320,10.367400,10.404206,10.471628,10.543427,10.418090
435,10.301645,10.376681,10.411543,10.480086,10.551806,10.427356
436,10.311397,10.385201,10.420341,10.489622,10.562813,10.436150
437,10.322391,10.392080,10.430725,10.496453,10.567973,10.444533
438,10.331835,10.401821,10.440630,10.507528,10.574237,10.453273
439,10.340689,10.407798,10.448070,10.513092,10.581433,10.460148
440,10.346196,10.415229,10.459307,10.519525,10.588994,10.468165
441,10.355567,10.425652,10.470313,10.528544,10.600259,10.477978
442,10.364101,10.433885,10.479350,10.535368,10.607978,10.485530
443,10.375518,10.440466,10.486088,10.544496,10.617021,10.493261
444,10.383260,10.449141,10.495636,10.554789,10.626148,10.503050
445,10.392839,10.455741,10.504864,10.562329,10.633638,10.510161
446,10.400213,10.464459,10.513970,10.572485,10.644890,10.519502
447,10.406372,10.473676,10.521822,10.580151,10.649171,10.527451
448,10.410560,10.480248,10.529729,10.586515,10.655540,10.534759
449,10.425037,10.490824,10.539072,10.596172,10.664708,10.544620
450,10.428989,10.502793,10.547147,10.604176,10.667390,10.552288
451,10.436934,10.509322,10.554116,10.614102,10.675382,10.560156
452,10.448121,10.519932,10.563385,10.624956,10.685762,10.570245
453,10.458228,10.525666,10.572183,10.629437,10.692475,10.578499
454,10.464528,10.533678,10.581210,10.639354,10.701696,10.587260
455,10.475516,10.545997,10.594141,10.651053,10.711373,10.598953
456,10.484916,10.554767,10.605146,10.661764,10.721221,10.608366
457,10.496231,10.563948,10.614249,10.674354,10.733337,10.619293
458,10.508759,10.575571,10.628274,10.686878,10.746113,10.632409
459,10.517271,10.585474,10.641593,10.695387,10.756364,10.642946
460,10.532781,10.600090,10.655712,10.708657,10.769942,10.656626
461,10.545790,10.610915,10.665681,10.720766,10.781495,10.667876
462,10.556274,10.622702,10.677034,10.732929,10.791087,10.679332
463,10.573484,10.637629,10.693173,10.749182,10.808852,10.694923
464,10.588138,10.652455,10.705213,10.763576,10.821504,10.708559
465,10.604457,10.666471,10.717581,10.778318,10.836150,10.722085
466,10.622886,10.682850,10.734651,10.795314,10.854862,10.739734
467,10.639321,10.698812,10.750023,10.810145,10.871210,10.755706
468,10.655145,10.713209,10.763862,10.823682,10.884520,10.771366
469,10.675368,10.731822,10.784506,10.846791,10.905893,10.792168
470,10.694895,10.746359,10.799893,10.867106,10.922177,10.809598
471,10.713638,10.765347,10.818205,10.885958,10.943753,10.827962
472,10.732546,10.786225,10.838596,10.910169,10.969996,10.849527
473,10.755625,10.806679,10.859288,10.933046,10.993596,10.870715
474,10.779505,10.831618,10.885023,10.956596,11.015093,10.895540
475,10.803744,10.851906,10.903117,10.977464,11.039825,10.916895
476,10.828338,10.873780,10.928722,11.001247,11.065593,10.940175
477,10.853894,10.900972,10.956131,11.026389,11.094978,10.968349
478,10.877370,10.925288,10.980267,11.049414,11.116691,10.992333
479,10.904792,10.951095,11.006427,11.074091,11.141293,11.017196
480,10.932579,10.982761,11.036652,11.103182,11.167535,11.047201
481,10.959367,11.006570,11.062513,11.130176,11.196293,11.073508
482,10.989453,11.032312,11.088539,11.156650,11.226314,11.100861
483,11.021455,11.064282,11.122437,11.190291,11.257210,11.133710
484,11.051010,11.094852,11.150915,11.217479,11.285714,11.162786
485,11.081255,11.123098,11.180257,11.245320,11.314137,11.191680
486,11.116680,11.157895,11.218018,11.281444,11.348364,11.226635
487,11.147632,11.187815,11.248427,11.309763,11.378362,11.256695
488,11.186131,11.226620,11.284960,11.345739,11.414611,11.293794
489,11.218354,11.261533,11.319268,11.377002,11.450526,11.325480
490,11.250060,11.292045,11.350555,11.406690,11.480162,11.356138
491,11.288396,11.331743,11.385704,11.445731,11.519556,11.394457
492,11.319083,11.361941,11.418258,11.478794,11.555962,11.427650
493,11.351115,11.394452,11.447763,11.512866,11.592343,11.460970
494,11.393591,11.433773,11.488802,11.554537,11.630611,11.502319
495,11.428994,11.468142,11.524393,11.590128,11.667543,11.537241
496,11.463253,11.505640,11.560878,11.623370,11.702890,11.572493
497,11.507540,11.550022,11.605102,11.665941,11.744354,11.615273
498,11.539264,11.586164,11.640881,11.700384,11.780053,11.650658
499,11.577455,11.623739,11.676755,11.737836,11.817802,11.687667
500,11.620756,11.666563,11.719663,11.785815,11.859639,11.731919
501,11.658782,11.701884,11.759412,11.824798,11.899575,11.770069
502,11.707682,11.750228,11.808277,11.870698,11.945778,11.816904
503,11.745615,11.789739,11.846828,11.909572,11.989030,11.856390
504,11.781744,11.831378,11.886923,11.947032,12.031642,11.895551
505,11.825398,11.877120,11.934059,11.996159,12.078506,11.943372
506,11.864261,11.917350,11.973085,12.036927,12.117198,11.982875
507,11.901049,11.956742,12.015235,12.078052,12.157461,12.023436
508,11.949910,12.005618,12.062776,12.129663,12.206698,12.072731
509,11.986863,12.047028,12.107245,12.173850,12.248534,12.114458
510,12.025577,12.087936,12.148511,12.215549,12.292866,12.155618
511,12.074856,12.137354,12.198138,12.268751,12.347232,12.206225
512,12.118180,12.180146,12.240243,12.312852,12.388386,12.249079
513,12.159297,12.221740,12.283929,12.353879,12.427038,12.291192
514,12.212151,12.275283,12.336340,12.406428,12.479272,12.343255
515,12.255153,12.318989,12.380432,12.452640,12.524334,12.386750
516,12.302905,12.371039,12.433468,12.506376,12.576077,12.438824
517,12.344634,12.414299,12.479183,12.552762,12.621173,12.483290
518,12.393564,12.457844,12.523843,12.598952,12.666670,12.528215
519,12.446906,12.511065,12.576744,12.654624,12.717761,12.581567
520,12.492273,12.555448,12.622322,12.699492,12.764219,12.626167
521,12.536714,12.601114,12.669769,12.743793,12.810191,12.671516
522,12.590499,12.655636,12.725505,12.801026,12.867209,12.725638
523,12.636171,12.701880,12.770784,12.847158,12.909683,12.771444
524,12.681206,12.749268,12.815703,12.891760,12.954956,12.817734
525,12.737479,12.803344,12.870626,12.949934,13.009548,12.873566
526,12.783205,12.849750,12.918589,12.994642,13.051587,12.919536
527,12.831207,12.897183,12.962217,13.042630,13.098177,12.966071
528,12.885616,12.954459,13.020505,13.099899,13.154137,13.022980
529,12.932137,13.002772,13.069865,13.144600,13.201259,13.070253
530,12.988108,13.060272,13.123340,13.202338,13.259858,13.127285
531,13.036457,13.105927,13.171373,13.250253,13.309579,13.175411
532,13.083810,13.153665,13.218047,13.299062,13.359518,13.222346
533,13.142612,13.213664,13.274034,13.358192,13.415766,13.280009
534,13.191426,13.259837,13.323930,13.403347,13.463747,13.327285
535,13.238350,13.311071,13.374638,13.450772,13.510658,13.375298
536,13.294986,13.367527,13.432768,13.508644,13.570664,13.432721
537,13.346495,13.414120,13.483923,13.557044,13.619513,13.482314
538,13.394701,13.460178,13.532989,13.603937,13.668887,13.531154
539,13.453737,13.519322,13.591239,13.666202,13.728806,13.590903
540,13.501316,13.568038,13.641753,13.714674,13.774170,13.640019
541,13.551096,13.615917,13.690183,13.763730,13.821480,13.688743
542,13.612405,13.674660,13.749096,13.824346,13.881762,13.748624
