step_count,min_error,q1_error,median_error,q3_error,max_error,rmse
435,0.792589,1.064142,1.173596,1.279232,2.096091,1.230524
436,0.739415,1.061869,1.195032,1.302587,2.147641,1.236989
437,0.717442,1.031349,1.183103,1.290489,2.216614,1.239367
438,0.685910,1.007402,1.192914,1.273857,2.173510,1.236178
439,0.725657,1.033285,1.183028,1.237676,2.166875,1.227774
440,0.746854,1.020832,1.178627,1.222643,2.131296,1.215132
441,0.746557,0.979957,1.170499,1.252800,2.133887,1.202610
442,0.776374,0.939087,1.153583,1.204753,2.108375,1.176764
443,0.790306,0.932798,1.124739,1.204737,2.073922,1.159171
444,0.816282,0.954337,1.119560,1.211303,2.215576,1.179910
445,0.751298,0.964189,1.102791,1.210883,2.208327,1.180243
446,0.746469,0.932745,1.103894,1.214309,2.214902,1.184397
447,0.764907,0.909130,1.112555,1.230599,2.254680,1.180573
448,0.798540,0.921143,1.138766,1.265405,2.257312,1.192365
449,0.828106,0.910637,1.122023,1.278188,2.235835,1.188094
450,0.809805,0.936186,1.117443,1.269106,2.195397,1.171308
451,0.809229,0.901832,1.083374,1.260699,2.176516,1.171602
452,0.821097,0.905022,1.075453,1.279391,2.184130,1.170419
453,0.795955,0.903560,1.081681,1.272699,2.162214,1.172054
454,0.808011,0.909196,1.107368,1.276899,2.177123,1.176416
455,0.739029,0.909533,1.079579,1.270426,2.173235,1.170382
456,0.746815,0.924432,1.078708,1.291555,2.145128,1.167917
457,0.766749,0.931762,1.080274,1.279524,2.155939,1.180680
458,0.736031,0.988926,1.088348,1.287982,2.157153,1.189307
459,0.782261,1.021157,1.095853,1.301542,2.114958,1.193274
460,0.816355,1.026548,1.100128,1.307440,2.122198,1.201690
461,0.847976,0.942855,1.085871,1.306022,2.125293,1.183838
462,0.839783,0.946842,1.092205,1.303952,2.119275,1.182763
463,0.803209,0.956537,1.078238,1.300952,2.082633,1.180078
464,0.780152,0.976671,1.080135,1.325192,2.060985,1.185683
465,0.735499,0.953706,1.112255,1.327885,2.082004,1.186961
466,0.677598,0.953242,1.103143,1.352385,2.140291,1.201933
467,0.736497,0.964524,1.140784,1.401819,2.145982,1.217235
468,0.784197,0.941425,1.170920,1.352074,2.251260,1.232186
469,0.809528,0.980560,1.180889,1.405309,2.255489,1.251461
470,0.779241,0.996847,1.161289,1.399493,2.198209,1.255665
471,0.847457,1.007983,1.158622,1.394797,2.212662,1.256223
472,0.886295,1.027558,1.185300,1.381618,2.212222,1.275054
473,0.861439,1.017133,1.209062,1.391613,2.088290,1.261666
474,0.798408,1.023801,1.197510,1.395878,2.046288,1.251300
475,0.800931,1.001986,1.211774,1.410625,2.060005,1.252062
476,0.816375,1.002720,1.173849,1.371718,2.070104,1.240678
477,0.853387,1.014939,1.158231,1.359303,2.050023,1.237879
478,0.842324,1.024305,1.162460,1.341008,2.069120,1.242484
479,0.882783,1.037185,1.172330,1.338217,2.066122,1.256185
480,0.851278,1.048555,1.182295,1.350320,2.126574,1.272682
481,0.929620,1.080144,1.180630,1.366427,2.143721,1.295903
482,0.921830,1.084884,1.224101,1.376502,2.143811,1.303591
483,0.934091,1.120501,1.230684,1.370311,2.165194,1.315234
484,0.892682,1.128149,1.257096,1.382496,2.149404,1.313904
485,0.888841,1.143052,1.266724,1.398888,2.128197,1.319653
486,0.846508,1.174481,1.274694,1.407664,2.034192,1.321999
487,0.847146,1.141788,1.271305,1.418871,2.007594,1.326557
488,0.950665,1.140323,1.252322,1.458414,2.012494,1.335944
489,0.900728,1.202280,1.287490,1.413713,2.015872,1.342969
490,0.930933,1.194869,1.302867,1.422208,2.005902,1.360392
491,0.876552,1.197390,1.292075,1.435798,2.027918,1.372629
492,0.880319,1.219255,1.341616,1.447377,2.018678,1.391402
493,0.933078,1.195613,1.366341,1.484370,2.031100,1.408046
494,1.015064,1.189145,1.406337,1.526437,1.991118,1.421383
495,1.035641,1.210599,1.389541,1.536648,2.004860,1.430627
496,0.918741,1.203624,1.412628,1.500468,1.995354,1.429116
497,0.951251,1.226199,1.424546,1.548479,2.002417,1.452368
498,0.945713,1.241258,1.463578,1.563709,2.028936,1.472987
499,0.969197,1.237979,1.449207,1.572630,2.011360,1.469648
500,0.973947,1.244849,1.475520,1.575747,2.060144,1.475805
