step_count,min_error,q1_error,median_error,q3_error,max_error,rmse
431,0.548841,0.752961,0.878153,1.056953,1.256861,0.906973
432,0.579629,0.770890,0.881278,1.055846,1.279570,0.918152
433,0.584884,0.783142,0.896460,1.031936,1.312799,0.924264
434,0.547717,0.811990,0.919499,1.038067,1.302752,0.933363
435,0.546652,0.812340,0.905045,1.058736,1.281399,0.929599
436,0.564645,0.823058,0.911592,1.049672,1.306955,0.936561
437,0.564699,0.827418,0.928468,1.061994,1.316621,0.953565
438,0.570716,0.843087,0.914883,1.097968,1.310680,0.959193
439,0.553638,0.856399,0.934254,1.078047,1.309745,0.959747
440,0.566576,0.827900,0.939992,1.072770,1.290405,0.954801
441,0.556837,0.822996,0.910407,1.063653,1.291324,0.951302
442,0.577620,0.801799,0.925304,1.056020,1.314431,0.956024
443,0.574561,0.835994,0.946938,1.054995,1.287654,0.958158
444,0.633928,0.811241,0.931549,1.070046,1.306104,0.954430
445,0.599250,0.826323,0.916347,1.086837,1.303872,0.957317
446,0.625438,0.833708,0.910486,1.088699,1.281725,0.953477
447,0.613122,0.840703,0.919889,1.095516,1.260024,0.954163
448,0.610540,0.867538,0.914060,1.107440,1.290558,0.960160
449,0.640915,0.866673,0.934325,1.124496,1.307318,0.970950
450,0.646594,0.851951,0.921118,1.123215,1.293830,0.967351
451,0.653180,0.858923,0.932169,1.103608,1.251611,0.970202
452,0.684925,0.854443,0.947427,1.102914,1.295160,0.984176
453,0.635572,0.864094,0.951142,1.108166,1.319190,0.984819
454,0.621469,0.858653,0.971375,1.111263,1.314516,0.990928
455,0.635047,0.891573,0.951274,1.137459,1.258782,0.999284
456,0.620146,0.887050,0.965938,1.130437,1.289818,1.008803
457,0.614942,0.892856,0.983399,1.150385,1.263754,1.009170
458,0.567247,0.889968,0.996807,1.141824,1.256312,1.001083
459,0.564041,0.902971,0.969553,1.128583,1.246616,0.995078
460,0.584813,0.887857,0.957797,1.128153,1.237163,0.987167
461,0.612301,0.903517,0.970249,1.139836,1.255558,1.001244
462,0.609429,0.924176,0.969817,1.148635,1.255868,1.007453
463,0.645856,0.914717,0.976749,1.133579,1.282239,0.998672
464,0.678660,0.917673,0.962345,1.107550,1.278619,1.002904
465,0.667500,0.926454,0.988657,1.132019,1.262038,1.021002
466,0.692741,0.909221,1.005916,1.138622,1.309003,1.026510
467,0.657829,0.925127,1.024039,1.147707,1.277598,1.022216
468,0.668995,0.936984,1.017338,1.148621,1.305310,1.026801
469,0.680908,0.914675,1.026797,1.145753,1.278798,1.035818
470,0.666017,0.918086,1.032289,1.133319,1.260053,1.034265
471,0.667942,0.931129,1.040144,1.128647,1.273307,1.036548
472,0.662123,0.934533,1.040886,1.123942,1.312146,1.034342
473,0.617914,0.948041,1.023765,1.123540,1.304419,1.028075
474,0.604397,0.948979,1.042282,1.093728,1.278377,1.029961
475,0.605872,0.967141,1.053208,1.080805,1.282142,1.032234
476,0.598641,0.979531,1.054307,1.139111,1.266580,1.038656
477,0.551566,0.947810,1.027113,1.084399,1.266453,1.025179
478,0.496147,0.913251,1.029388,1.078274,1.302135,1.015820
479,0.491746,0.917996,1.030437,1.086973,1.284974,1.013552
480,0.485887,0.903182,1.025860,1.085677,1.298298,1.010722
481,0.470456,0.906599,1.025627,1.084145,1.291755,1.008369
482,0.498694,0.931073,1.018278,1.065699,1.282367,1.003393
483,0.511415,0.941162,0.999296,1.066811,1.265906,1.005197
484,0.495753,0.907915,1.022975,1.082884,1.295849,1.017474
485,0.545400,0.912390,1.018291,1.096096,1.305725,1.020972
486,0.522284,0.915737,1.007060,1.086978,1.314229,1.016756
487,0.471307,0.920079,1.005254,1.069246,1.330659,1.012804
488,0.481191,0.947209,1.015404,1.105532,1.350586,1.026145
489,0.461991,0.936419,1.003404,1.100732,1.337700,1.012937
490,0.465425,0.907468,1.002893,1.106295,1.282348,1.007748
491,0.494885,0.905804,0.998211,1.089627,1.281683,0.994943
492,0.484551,0.920432,1.022881,1.091215,1.303599,1.005106
493,0.429435,0.925042,1.014996,1.120066,1.254267,0.999630
494,0.447279,0.954124,1.022328,1.065591,1.240772,1.001561
495,0.478641,0.947959,1.008603,1.060624,1.257688,0.993059
496,0.482811,0.963461,0.997559,1.076036,1.247119,0.998310
497,0.509002,0.949250,1.019179,1.093526,1.251246,1.005680
498,0.569610,0.938816,1.012917,1.082820,1.248157,1.003834
499,0.496531,0.934208,1.000740,1.074433,1.228911,0.994855
500,0.500471,0.924768,1.011674,1.076215,1.248711,1.000592
